filename,class,duration,sample_rate,rms_energy,zero_crossing_rate,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12
100032-3-0-0.wav,dog_bark,0.31755102040816324,44100,0.16440621,0.06969437303627535,2501.385833578897,322.21716380929234,3253.0517578125,485.57010082571503,2850.92760268252,626.4504064280917,-275.91843,130.08777,119.49279,14.965516,-98.21178,32.176846,-66.51514,7.7118664,-42.606045,20.805025,0.5050646,9.134558,-28.330935,18.894438,-5.746867,6.147139,9.992787,6.089511,4.7954116,5.5627556,15.461892,8.565538,-0.06988017,6.207258,-2.842673,6.475474,16.091526855752985,8.252966633294117,18.333769377153054,16.36072804087482,18.070850057056607,19.28670578223419,21.68863122108035,0.48217112,0.54613155,0.31897536,0.17478982,0.115597785,0.13184242,0.11757453,0.32687235,0.8315133,0.6896084,0.23783366,0.29649922
100652-3-0-0.wav,dog_bark,4.0,44100,0.08359777,0.07737528344671202,2315.323932175423,509.9716686111742,3774.302394701087,1368.4239723616943,2083.9879175456545,695.1482706970688,-329.8952,75.53132,140.8697,34.906223,-68.729836,32.43833,-31.979599,25.122677,-3.717156,14.408917,7.350813,12.250727,-17.00413,13.941926,-13.103753,9.52308,0.4316185,8.105201,-7.2604733,6.591088,2.597887,9.892485,7.9727836,8.015225,11.888679,9.618695,12.14150668819838,8.495719784006996,14.471333343349396,16.331866938858777,16.736974939125655,22.196265100071944,36.13682647415556,0.41048628,0.3870222,0.3489889,0.39149848,0.5198034,0.57212967,0.53606653,0.416176,0.36617467,0.34870872,0.29708531,0.33603317
100652-3-0-1.wav,dog_bark,4.0,44100,0.08581551,0.07948412698412699,2252.7244046180213,421.1600237670139,3473.6489470108695,1031.532362301199,1938.231203751559,642.3625111054383,-346.85834,72.63469,141.15007,34.644127,-69.27886,31.19345,-42.834965,21.119596,-0.19198705,13.937899,6.8998528,11.615641,-16.633045,13.089297,-16.269127,9.826097,-1.0877411,7.662381,-7.516705,6.3291283,-0.766779,7.808366,8.0412445,7.204034,10.921581,10.36104,9.641820490098153,8.434626365015312,14.881071335642092,16.428389141894183,16.812925239086567,21.916131239428655,34.486253989440826,0.43379772,0.38938594,0.3154355,0.3595723,0.5945797,0.66942954,0.46824217,0.28476432,0.28852043,0.30676427,0.2618334,0.3428239
100652-3-0-2.wav,dog_bark,4.0,44100,0.079264216,0.07979591836734694,2262.0070373680223,445.6238654280233,3553.665081521739,1119.7365544350241,1977.7020342361325,649.1174851908129,-350.52954,72.11017,135.22217,36.05201,-59.582035,31.435099,-45.389935,21.43965,2.9131565,12.203059,6.7446184,11.7060175,-18.041994,13.423927,-16.700367,9.706366,-2.487401,7.16625,-6.778627,7.108425,1.4100736,8.281351,10.154249,8.3737335,8.943757,9.393773,9.149387582558504,8.173204173105225,14.81949754050358,15.562355796476288,16.537174075490444,22.410366486835294,34.33068061864283,0.33188087,0.4130545,0.43351227,0.36475658,0.37535542,0.5297166,0.54777455,0.49085215,0.39596194,0.3750263,0.3694492,0.3019468
100652-3-0-3.wav,dog_bark,4.0,44100,0.09552697,0.07678004535147392,2154.0969976634187,407.16524141622114,3266.4932914402175,929.608744895048,1830.93811742408,632.7427067305854,-346.30383,76.200134,132.96121,37.493206,-58.681816,32.942177,-51.202087,19.279596,5.6977096,10.22147,5.440441,11.7024765,-21.321478,13.689971,-17.526857,8.791496,-4.478969,7.1274977,-6.7448173,6.840846,1.9053494,7.9851713,11.424746,8.5633,12.004544,9.316027,8.967376034633533,8.024176147177785,16.00649328980026,16.356804397998616,16.954864957727114,22.999088374316955,33.641928372667806,0.35944158,0.40771592,0.34768775,0.34954807,0.47209305,0.59194744,0.5681792,0.36416218,0.315434,0.33333528,0.30292055,0.30243075
100795-3-0-0.wav,dog_bark,4.0,44100,0.1118832,0.07610544217687075,2460.667101011625,628.0495918301402,4277.492781929348,1848.9075870955544,2293.1100844988105,884.6281807032299,-365.7009,75.84657,104.84436,41.084896,-46.26368,33.872906,-51.89344,25.80535,-8.671927,17.638197,12.446684,7.497073,6.2788043,9.180183,-0.8799043,12.090758,5.9155226,11.006102,2.4812613,9.137605,-4.90806,7.9149632,-2.4700642,9.383284,1.5236183,8.438177,9.33904357921358,7.753780266807028,11.582710946775254,17.796650449769896,18.263645564533174,18.059304414788954,33.771465596556034,0.3681783,0.5568108,0.49794552,0.40691242,0.33414143,0.22108313,0.3047263,0.41567546,0.26818225,0.24549504,0.26226607,0.27563587
100795-3-1-0.wav,dog_bark,4.0,44100,0.08224194,0.07070861678004535,2389.2121662330464,764.7395262578244,4555.052649456522,2558.6674923006167,2458.7246210061576,1037.4666857550837,-378.5355,78.636536,128.78014,44.272335,-33.28277,31.580502,-53.95497,24.667898,-23.449705,13.532886,5.114252,6.9005775,-0.31485933,9.232963,-9.25801,12.602143,0.0006658139,10.448862,2.63385,10.286953,5.4195037,7.934117,11.823879,7.78673,6.44938,9.257364,8.959123086282665,8.12194738573597,13.505718020791456,16.320886700477043,19.942681690207724,17.827280540677922,33.190655332283804,0.30047962,0.21166275,0.16650462,0.20082888,0.28567767,0.40182084,0.4416375,0.4101502,0.3775874,0.43268853,0.49182138,0.5633998
100795-3-1-1.wav,dog_bark,4.0,44100,0.079806015,0.07223922902494331,2498.8693249436233,733.6825553190392,4823.81199048913,2526.46476947564,2552.8767329374614,1037.3466916602008,-391.70688,78.236534,126.131294,40.54363,-37.688023,35.032234,-50.142178,23.538504,-21.399885,13.063593,7.258891,6.6616507,1.0681672,8.063648,-8.571847,12.948195,2.3686817,9.706971,4.2140265,10.410863,5.870212,8.232604,10.831098,7.6266704,4.324266,9.2563305,8.728917245340222,7.8972650598744005,12.65962211694601,17.34691620322479,19.677892107761505,17.582935448317226,32.9410772830631,0.28217062,0.12592588,0.13029772,0.18667388,0.2511964,0.3712635,0.381003,0.31421217,0.34612587,0.40226254,0.61023164,0.67501825
100795-3-1-2.wav,dog_bark,4.0,44100,0.082873665,0.0719047619047619,2393.930961123822,754.9834738652983,4480.154551630435,2515.991752343771,2396.1838680453307,1062.53052630311,-384.55258,75.85675,133.3026,42.80168,-39.471794,33.425232,-52.961853,26.899796,-23.352745,14.180883,9.299608,6.5151467,2.2968938,7.4935675,-9.872052,14.407691,0.0077170553,11.875315,1.428918,12.116009,3.053572,10.869771,8.675741,8.41833,3.4061263,9.070761,8.645283405046303,8.147773880204545,11.888671366868927,17.123323303007677,20.372278967438056,18.08830057295761,32.96994104475308,0.31263736,0.13906239,0.14527197,0.20031488,0.23410259,0.37334746,0.41175094,0.3456778,0.33936286,0.40863568,0.55363876,0.6023798
101281-3-0-0.wav,dog_bark,4.0,44100,0.04724778,0.14469954648526076,4003.455987498561,773.0416332793573,7657.519106657609,1390.5460564698787,3098.6725934697706,333.8090978689515,-255.10172,85.6824,111.6719,30.567867,-105.674736,23.2337,34.92129,18.192507,-50.005424,15.4232025,25.38724,14.724759,-33.837074,8.309571,5.9837394,6.8851876,-3.0292268,7.9097095,-2.879132,5.67124,7.725083,6.4115415,-12.75503,5.467633,13.9286375,5.8564906,9.643846416240411,8.319455463124404,11.751074620975102,13.312964058848054,14.629560427068828,16.437153100819973,44.622044995427835,0.6595983,0.63624674,0.57438636,0.70166755,0.5433031,0.51457494,0.4801876,0.43156978,0.4813902,0.44087216,0.44771373,0.5263467
